StartTime: 2017-07-31 14:45:39.542
55 steps walking 14 stairs (up and down)
Time(s)	TMin ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Pressure(Pa)	Altitude(m) 
72.225	1 42.340	-0.3179	0.2349	0.9194	-6.0425	-6.8359	0.6104	4.5374	17.0728	60.0842	43.6600	607	336	-155	99953	1.15 
72.240	1 42.360	-0.2119	0.1372	0.9263	-7.4463	-6.1035	2.5024	4.4989	16.8915	60.0842	43.7100	610	337	-152	99953	1.15 
72.272	1 42.380	-0.2114	0.0391	0.9766	-8.3618	-9.3384	8.6670	4.3726	16.6772	60.1776	43.7100	611	339	-151	99953	1.15 
72.287	1 42.400	-0.1890	-0.0449	0.9702	-12.3901	-11.8408	12.8174	4.1693	16.3916	60.4028	43.6600	609	336	-153	99953	1.15 
72.303	1 42.420	-0.2051	-0.0625	0.9238	-13.7939	-7.9956	15.3198	3.8892	16.1334	60.6830	43.6600	608	335	-153	99954	1.15 
72.303	1 42.440	-0.1650	-0.0601	0.8843	-11.5356	-1.8921	14.9536	3.6310	15.9521	60.9796	43.7100	608	337	-154	99954	1.15 
72.350	1 42.460	-0.1626	-0.0254	0.9229	-7.4463	3.0518	13.4277	3.4717	15.8862	61.2598	43.7100	607	338	-156	99954	1.15 
72.381	1 42.480	-0.1338	-0.0254	0.9600	-5.1270	1.8921	9.2773	3.3508	15.8368	61.4685	43.9000	609	338	-157	99954	1.15 
72.397	1 42.500	-0.1201	-0.0361	0.9668	-3.2349	0.7935	7.9346	3.2574	15.7434	61.6168	43.6600	607	338	-161	99954	1.15 
72.412	1 42.520	-0.1143	-0.0205	0.9824	-1.3428	1.9531	9.6436	3.2080	15.6445	61.7761	43.7100	606	337	-164	99954	1.15 
72.428	1 42.540	-0.1138	0.0083	0.9927	0.5493	1.0986	12.2070	3.2300	15.5511	61.9904	43.5700	606	336	-165	99954	1.15 
72.459	1 42.560	-0.1270	0.0405	1.0303	1.7700	-0.5493	13.3667	3.3069	15.4303	62.2321	43.4200	607	336	-162	99953	1.15 
72.490	1 42.580	-0.1602	0.0464	1.0928	0.9155	-5.0049	12.9395	3.3948	15.2655	62.4628	43.7100	608	333	-161	99953	1.15 
72.506	1 42.600	-0.1587	-0.0122	1.1133	-1.3428	-10.3149	9.0942	3.4113	15.0128	62.6440	43.5200	609	332	-160	99954	1.15 
72.522	1 42.620	-0.1738	-0.0078	1.1958	-6.5308	-11.1084	3.3569	3.2904	14.7272	62.7100	43.5200	609	331	-159	99954	1.15 
72.553	1 42.640	-0.1230	0.0522	1.2681	-8.1177	-22.2168	2.1973	3.0981	14.2767	62.6880	43.7100	610	334	-160	99954	1.15 
72.553	1 42.660	-0.0513	0.1758	1.3022	-9.2773	-32.6538	11.3525	2.9993	13.5461	62.7869	43.6600	608	335	-163	99954	1.15 
72.600	1 42.680	-0.2446	0.0845	1.3730	-14.4653	-31.6772	9.3384	2.8235	12.7991	62.9462	43.6600	607	335	-165	99954	1.15 
72.615	1 42.700	-0.5303	-0.1904	1.3745	-13.6108	-26.9775	-3.0518	2.4500	12.2882	62.8967	43.9500	607	335	-166	99954	1.15 
72.631	1 42.720	-0.5635	-0.1387	1.0498	-6.1646	-30.8228	-9.8267	2.1259	11.8982	62.6495	43.7100	607	338	-168	99954	1.15 
72.647	1 42.740	-0.4253	-0.0176	0.7983	-8.4839	-16.4185	-7.8735	1.8787	11.6455	62.3474	43.5700	607	336	-168	99954	1.15 
72.678	1 42.760	-0.4136	0.2227	0.7104	-12.9395	-2.5635	8.2397	1.7853	11.7004	62.2430	43.4200	606	337	-168	99954	1.15 
72.694	1 42.780	-0.3574	0.3252	0.7280	-17.9443	9.7656	33.7524	1.8127	11.9531	62.6276	43.5700	603	336	-168	99954	1.15 
72.725	1 42.800	-0.3950	0.2061	0.8960	-15.8691	14.2822	43.2739	1.8402	12.3102	63.3691	43.7100	604	337	-173	99954	1.15 
72.725	1 42.820	-0.3535	0.0820	0.9609	-7.7515	4.9438	31.1890	1.8677	12.5574	64.0283	43.7100	604	337	-176	99954	1.15 
72.756	1 42.840	-0.3086	-0.0122	0.9814	-1.0986	12.6343	15.3198	1.8732	12.7881	64.3634	43.5700	604	337	-178	99954	1.15 
72.787	1 42.860	-0.3286	-0.0356	1.0405	-0.1221	8.3008	11.2915	1.9061	13.0682	64.5337	43.6600	607	336	-176	99954	1.15 
72.803	1 42.880	-0.2153	-0.0850	0.9590	1.6479	8.1787	16.1743	1.9061	13.2111	64.7589	43.5700	609	334	-172	99954	1.15 
72.834	1 42.900	-0.2246	-0.0532	0.9688	2.5635	9.0332	20.6909	1.9830	13.3868	65.1050	43.7100	611	332	-172	99954	1.15 
72.850	1 42.920	-0.2075	-0.0186	0.9146	3.1128	6.5918	18.9209	2.0984	13.5187	65.4565	43.7100	612	330	-172	99954	1.15 
72.850	1 42.940	-0.1953	0.0488	0.8608	2.3804	6.0425	9.6436	2.2137	13.6230	65.6488	43.6600	614	332	-168	99954	1.15 
72.881	1 42.960	-0.1455	0.0674	0.8091	1.3428	5.4932	-0.3052	2.3016	13.7000	65.6433	43.8500	616	331	-168	99954	1.15 
72.897	1 42.980	-0.1709	0.0645	0.8618	2.1973	9.6436	-9.3384	2.3291	13.8098	65.4456	43.7600	616	330	-167	99954	1.15 
72.912	1 43.000	-0.1738	0.0625	0.8491	2.6245	1.5869	-13.5498	2.3456	13.8977	65.1215	43.7100	616	330	-166	99954	1.15 
72.959	1 43.020	-0.1587	0.0830	0.8511	2.4414	4.0283	-15.9302	2.3566	13.9362	64.7424	43.5700	617	331	-167	99954	1.15 
72.959	1 43.040	-0.1567	0.1040	0.8828	1.9531	5.3711	-16.3574	2.3676	13.9966	64.3524	43.5200	619	333	-167	99954	1.15 
72.990	1 43.060	-0.1450	0.1167	0.9233	1.2817	5.6763	-17.2119	2.3676	14.0570	63.9514	43.4200	619	334	-167	99954	1.15 
73.006	1 43.080	-0.1475	0.1216	1.0054	1.2817	5.6763	-19.0430	2.3566	14.1229	63.5284	43.5700	619	335	-166	99954	1.15 
73.022	1 43.100	-0.1733	0.1338	1.0889	1.1597	1.3428	-20.5688	2.3346	14.1339	63.0670	43.7100	616	337	-165	99953	1.15 
73.037	1 43.120	-0.1689	0.1450	1.1240	1.5259	-5.6152	-21.7285	2.3126	14.0131	62.5836	43.5700	617	339	-163	99953	1.15 
73.069	1 43.140	-0.2012	0.1367	1.1797	1.2207	-8.6060	-22.0337	2.2742	13.8318	62.0782	43.6600	617	340	-162	99953	1.15 
73.069	1 43.160	-0.2026	0.1680	1.2456	4.6997	-9.0942	-17.4561	2.3016	13.6230	61.6333	43.6600	617	341	-161	99953	1.15 
73.100	1 43.180	-0.1211	0.2056	1.2944	6.9580	-20.8130	-10.3149	2.4335	13.2440	61.3257	43.7100	617	342	-163	99953	1.15 
73.100	1 43.200	-0.0044	0.1465	1.3071	7.6904	-29.9072	-6.4087	2.6093	12.5793	61.1389	43.8500	614	345	-164	99954	1.15 
73.209	1 43.220	-0.0781	0.0664	1.3135	9.7656	-23.3154	-11.4746	2.7521	11.9092	60.9137	43.5700	612	347	-165	99954	1.15 
73.241	1 43.240	-0.3696	0.1465	1.3848	14.5264	-11.5967	-13.4277	2.9663	11.5906	60.5896	43.5700	610	348	-169	99954	1.15 
73.241	1 43.260	-0.5264	0.1924	1.2627	16.9067	-17.8223	-3.9673	3.3234	11.4093	60.3479	43.4200	609	346	-170	99954	1.15 
73.241	1 43.280	-0.5352	0.1387	1.0571	15.9302	-19.2871	10.6201	3.7299	11.1841	60.3369	43.7600	609	346	-172	99953	1.15 
73.241	1 43.300	-0.4121	0.0098	0.7378	12.5732	-15.8081	21.7896	4.0869	11.0028	60.5951	43.5700	608	346	-174	99953	1.15 
73.241	1 43.320	-0.3154	-0.1455	0.6392	9.0942	3.6011	20.1416	4.2517	11.1017	60.9741	43.5700	608	347	-175	99953	1.15 
73.287	1 43.340	-0.2285	-0.2324	0.6611	7.5684	16.1133	9.8877	4.2133	11.4258	61.2762	43.5700	607	347	-176	99953	1.15 
73.303	1 43.360	-0.3130	-0.1338	0.8193	6.8359	28.9307	6.7139	4.2023	12.0245	61.4520	43.8500	608	347	-178	99953	1.15 
73.319	1 43.380	-0.3433	0.0029	0.8418	2.9297	22.5830	6.4087	4.2462	12.6123	61.5729	43.7600	610	346	-178	99953	1.15 
73.319	1 43.400	-0.3257	0.1147	0.8672	-2.1973	22.0337	8.2397	4.2957	13.1067	61.6772	43.6600	610	345	-177	99953	1.15 
73.397	1 43.420	-0.3281	0.1821	0.9580	-9.8877	22.3999	10.9863	4.2847	13.6011	61.8365	43.6600	610	346	-177	99953	1.15 
73.397	1 43.440	-0.3442	0.1978	1.0518	-12.1460	15.1978	13.3667	4.1913	14.0131	62.0343	43.7100	610	347	-176	99953	1.15 
73.412	1 43.460	-0.2954	0.1655	1.0542	-12.1460	3.1128	18.7988	4.0979	14.1669	62.3145	43.5200	609	348	-176	99953	1.15 
73.412	1 43.480	-0.2065	0.0801	0.9834	-13.9771	-1.8921	25.4517	3.9825	14.0845	62.7209	43.6600	612	347	-176	99953	1.15 
73.459	1 43.500	-0.1362	-0.0225	0.9644	-13.8550	-5.0049	30.1514	3.8287	13.9087	63.2593	43.6600	613	345	-175	99953	1.15 
73.475	1 43.520	-0.1172	-0.0820	0.9619	-16.1743	0.3052	28.8696	3.5651	13.7439	63.8251	43.5700	613	342	-176	99953	1.15 
73.475	1 43.540	-0.0801	-0.0723	0.8906	-16.1133	-0.1831	26.6724	3.2684	13.6066	64.3469	43.5700	613	340	-176	99953	1.15 
73.506	1 43.560	-0.1416	-0.0317	0.8911	-14.8315	2.9297	25.7568	2.9993	13.5846	64.8193	43.6600	614	339	-176	99953	1.15 
73.522	1 43.580	-0.1172	0.0010	0.8804	-12.2070	5.0049	24.5972	2.8180	13.5681	65.2753	43.6600	616	340	-173	99953	1.15 
73.522	1 43.600	-0.1118	-0.0068	0.8994	-9.6436	3.8452	20.8130	2.6642	13.5626	65.6708	43.6600	620	340	-172	99953	1.15 
73.616	1 43.620	-0.0928	-0.0146	0.9067	-6.1035	2.8076	18.4937	2.5653	13.5297	66.0004	43.9000	622	340	-171	99953	1.15 
73.616	1 43.640	-0.0894	-0.0171	0.9238	-3.2959	2.7466	18.3105	2.5214	13.4747	66.3080	43.6600	622	339	-170	99953	1.15 
73.631	1 43.660	-0.1040	-0.0234	0.9727	-0.9766	2.1362	15.8081	2.5214	13.4253	66.5936	43.5200	620	337	-169	99953	1.15 
73.631	1 43.680	-0.0654	-0.0195	0.9932	2.3804	3.5400	12.0850	2.5488	13.3319	66.7969	43.5200	622	335	-170	99953	1.15 
73.647	1 43.700	-0.1670	0.0229	1.1733	2.2583	1.8311	10.7422	2.6257	13.3319	66.9507	43.6600	622	334	-169	99953	1.15 
73.678	1 43.720	-0.1694	0.0610	1.2515	-0.4272	-2.5024	9.0942	2.6752	13.2220	67.0715	43.6600	623	334	-170	99952	1.15 
73.678	1 43.740	-0.1855	0.1191	1.3149	-5.0659	-9.2773	7.4463	2.6532	13.0243	67.1375	43.6600	624	332	-168	99952	1.15 
73.709	1 43.760	-0.0835	0.1226	1.2612	-5.9814	-17.7002	11.9019	2.6147	12.6233	67.2473	43.9000	624	330	-166	99952	1.15 
73.772	1 43.780	-0.0068	0.1880	1.2554	-9.1553	-17.2729	14.1602	2.5763	12.0905	67.4341	43.5700	625	329	-164	99953	1.15 
73.803	1 43.800	-0.3296	0.1143	1.4761	-15.3198	-13.3057	5.9204	2.3950	11.7773	67.5385	43.7600	624	329	-165	99953	1.15 
73.803	1 43.820	-0.5352	-0.1636	1.3960	-15.9912	-20.8130	-3.7842	2.0270	11.4917	67.4176	43.8500	626	330	-165	99953	1.15 
73.803	1 43.840	-0.5303	-0.3706	1.1489	-8.0566	-22.8882	-8.7280	1.5875	11.2225	67.1869	43.5200	627	333	-166	99953	1.15 
73.834	1 43.860	-0.4053	-0.0771	0.7598	-7.4463	-11.9019	0.7935	1.3074	11.0797	67.0166	43.5700	626	335	-169	99952	1.15 
73.866	1 43.880	-0.2720	0.2095	0.5659	-13.1226	4.9438	20.9961	1.2634	11.2225	67.1155	43.7600	623	334	-172	99952	1.15 
73.881	1 43.900	-0.2456	0.2637	0.6411	-17.4561	24.9023	44.9829	1.3623	11.6290	67.7307	43.5200	623	334	-171	99953	1.15 
73.881	1 43.920	-0.3999	0.1616	0.9302	-15.8081	22.9492	51.2085	1.3953	12.2223	68.6261	43.6600	623	335	-170	99953	1.15 
73.897	1 43.940	-0.3521	0.0229	0.9937	-7.3242	10.3149	39.6118	1.4337	12.5739	69.4061	43.6600	624	334	-170	99953	1.15 
73.928	1 43.960	-0.2974	-0.0776	1.0264	1.0376	5.8594	23.6816	1.4777	12.7716	69.8730	43.7100	627	332	-169	99953	1.15 
73.975	1 43.980	-0.2554	-0.0806	1.0254	5.2490	8.8501	20.8130	1.5820	12.9474	70.1917	43.6600	627	329	-170	99953	1.15 
73.975	1 44.000	-0.2295	-0.1069	0.9995	3.0518	8.2397	27.1606	1.6919	13.1067	70.5872	43.7100	629	326	-170	99953	1.15 
73.975	1 44.020	-0.1987	-0.0835	0.9663	2.6855	9.2773	31.4331	1.7853	13.2550	71.1090	43.5700	628	325	-172	99953	1.15 
74.022	1 44.040	-0.1973	0.0015	0.9468	4.0894	8.6670	24.7803	1.9501	13.3978	71.5704	43.6600	629	324	-172	99953	1.15 
74.053	1 44.060	-0.2144	0.0371	0.9624	5.4321	7.3853	11.5356	2.1204	13.5461	71.7682	43.8500	629	323	-171	99953	1.15 
74.053	1 44.080	-0.1899	0.0806	0.9209	4.5166	4.6387	0.6104	2.2632	13.6176	71.7242	43.5700	629	323	-171	99954	1.15 
74.053	1 44.100	-0.1582	0.0649	0.8696	4.3335	3.5400	-6.9580	2.3566	13.6670	71.5100	43.4200	629	322	-171	99954	1.15 
74.084	1 44.120	-0.1489	0.0527	0.8511	5.5542	4.8828	-11.4746	2.4225	13.7219	71.1804	43.4200	630	320	-170	99954	1.15 
74.147	1 44.140	-0.1563	0.0449	0.8599	5.4321	4.2725	-13.0005	2.4884	13.7823	70.8069	43.7100	628	319	-170	99953	1.15 
74.194	1 44.160	-0.1270	0.0674	0.8896	3.9063	3.9673	-14.4043	2.5159	13.8153	70.4114	43.7600	627	318	-170	99953	1.15 
74.194	1 44.180	-0.1079	0.0703	0.9209	2.2583	3.7842	-17.3340	2.5104	13.8318	69.9829	43.7100	627	318	-170	99953	1.15 
74.194	1 44.200	-0.1113	0.0488	0.9404	2.8687	2.2583	-23.6816	2.4609	13.8263	69.4501	43.6600	630	320	-170	99953	1.15 
74.209	1 44.220	-0.0103	0.0957	0.9590	6.1035	9.6436	-29.4189	2.4225	13.7604	68.7964	43.6600	632	319	-170	99953	1.15 
74.225	1 44.240	-0.1631	0.0562	1.1089	7.3242	-16.2964	-33.3862	2.3785	13.7164	68.0219	43.7600	633	318	-170	99953	1.15 
74.241	1 44.260	-0.2119	0.1265	1.1274	8.6670	-3.7231	-32.0435	2.3950	13.5681	67.2418	43.6600	632	320	-169	99953	1.15 
74.256	1 44.280	-0.2422	0.1567	1.2480	11.9019	-5.3711	-25.3906	2.5378	13.5022	66.5991	43.8500	632	324	-168	99953	1.15 
74.256	1 44.300	-0.1313	0.1509	1.3374	15.9912	-15.8691	-23.3765	2.7576	13.2111	66.0333	43.7100	630	327	-169	99953	1.15 
74.288	1 44.320	-0.0693	0.0332	1.3535	16.1133	-27.0386	-24.9023	2.9773	12.6453	65.4785	43.7600	628	330	-170	99953	1.15 
74.381	1 44.340	-0.1704	-0.0083	1.3330	18.0054	-18.7378	-33.1421	3.1256	12.1234	64.7864	43.7600	626	331	-171	99953	1.15 
74.381	1 44.360	-0.4043	0.1040	1.3706	22.2168	-10.2539	-32.8369	3.3893	11.9586	64.0283	43.7100	624	334	-174	99953	1.15 
74.412	1 44.380	-0.4478	0.0669	1.2354	20.9351	-16.3574	-26.6113	3.7079	11.7993	63.3417	43.5700	620	334	-175	99953	1.15 
74.412	1 44.400	-0.4380	0.0723	0.9980	18.9819	-20.1416	-14.5264	4.0320	11.5686	62.8528	43.8500	617	334	-175	99953	1.15 
74.444	1 44.420	-0.3633	-0.0288	0.6777	12.5122	-10.1929	-11.2305	4.2517	11.4642	62.5012	43.7100	617	336	-177	99953	1.15 
74.444	1 44.440	-0.2856	-0.1572	0.6201	10.3760	5.7983	-16.2354	4.2572	11.6785	62.1826	43.8500	616	339	-179	99953	1.15 
74.459	1 44.460	-0.2485	-0.2329	0.6836	12.8784	15.6250	-33.4473	4.1089	12.0685	61.6663	43.5700	616	339	-182	99953	1.15 
74.491	1 44.480	-0.2988	-0.1855	0.7427	15.9912	24.0479	-43.4570	3.9990	12.6123	60.8807	43.7600	616	338	-183	99953	1.15 
74.491	1 44.500	-0.3867	-0.0566	0.9102	15.0757	16.6016	-43.3960	3.9990	13.2001	59.9799	43.8500	616	340	-183	99953	1.15 
74.522	1 44.520	-0.3350	0.0430	0.9316	10.0098	13.5498	-40.1001	4.0210	13.6121	59.1174	43.6600	615	341	-184	99953	1.15 
74.616	1 44.540	-0.3311	0.0859	1.0410	3.9063	15.1367	-37.1094	3.9606	14.0131	58.3319	43.7600	615	347	-186	99953	1.15 
74.616	1 44.560	-0.2988	0.1050	1.0474	1.0376	10.9863	-33.0200	3.8562	14.3317	57.6178	43.9000	615	351	-187	99953	1.15 
74.616	1 44.580	-0.2583	0.1338	0.9912	-0.0610	3.2959	-23.7427	3.7683	14.5129	57.0465	43.7100	615	353	-187	99953	1.15 
74.616	1 44.600	-0.1514	0.1172	0.8672	-0.5493	2.1973	-16.2964	3.7134	14.5349	56.6730	43.8500	611	355	-185	99953	1.15 
74.647	1 44.620	-0.1694	0.0474	0.8936	-0.4272	8.4229	-12.3901	3.6365	14.6173	56.4038	43.5700	609	356	-183	99953	1.15 
74.663	1 44.640	-0.1714	0.0044	0.9072	-0.4272	6.3477	-10.5591	3.5651	14.6887	56.2115	43.7600	610	357	-182	99953	1.15 
74.678	1 44.660	-0.1699	-0.0176	0.9048	-1.5869	3.4790	-9.5825	3.4497	14.7491	56.0303	43.5700	609	358	-181	99953	1.15 
74.694	1 44.680	-0.1479	-0.0313	0.9292	-2.1362	5.8594	-8.6060	3.3014	14.7876	55.8820	43.6600	608	358	-181	99953	1.15 
74.709	1 44.700	-0.1143	-0.0249	0.9243	-0.2441	5.2490	-5.8594	3.1805	14.8096	55.7666	43.9000	607	360	-183	99953	1.15 
74.709	1 44.720	-0.0845	-0.0542	0.9336	1.6479	4.6387	-4.7607	3.1036	14.8151	55.7007	43.9000	606	361	-184	99952	1.15 
74.741	1 44.740	-0.0889	-0.0459	0.9922	3.2349	6.8970	-2.8687	3.0652	14.8206	55.6677	43.7100	606	361	-184	99952	1.15 
74.788	1 44.760	-0.0972	0.0156	1.0420	4.8828	2.3804	1.1597	3.1146	14.7876	55.7007	43.5700	606	361	-183	99952	1.15 
74.819	1 44.780	-0.1045	0.0615	1.0796	5.1880	-1.4648	5.4321	3.2300	14.6722	55.7996	43.9000	606	363	-180	99952	1.15 
74.819	1 44.800	-0.1211	0.0688	1.1475	3.9063	-3.3569	10.1318	3.3618	14.5020	55.9918	43.3700	605	366	-177	99952	1.15 
74.819	1 44.820	-0.1406	0.0371	1.1885	2.5635	-6.8359	11.9629	3.4772	14.2932	56.2390	43.7600	604	366	-176	99952	1.15 
74.866	1 44.840	-0.1709	0.0327	1.2813	-3.2349	-7.0801	8.3008	3.4827	14.0680	56.4532	43.7100	602	364	-176	99952	1.15 
74.881	1 44.860	-0.1489	0.0488	1.3403	-6.8970	-18.8599	7.0190	3.3728	13.7054	56.5851	43.5700	603	361	-180	99952	1.15 
74.897	1 44.880	-0.0879	0.1372	1.3721	-11.7188	-24.3530	12.4512	3.2355	13.1232	56.7773	43.7100	604	358	-182	99953	1.15 
74.928	1 44.900	-0.2217	0.1006	1.4077	-16.4795	-23.6206	13.9160	3.0212	12.5354	57.0410	43.8500	606	356	-184	99953	1.15 
74.944	1 44.920	-0.4175	-0.0830	1.3398	-17.1509	-18.8599	8.6670	2.6642	12.1344	57.2333	43.7100	604	356	-183	99953	1.15 
74.944	1 44.940	-0.5322	-0.1387	1.1758	-13.3667	-17.9443	2.0752	2.2797	11.8982	57.2827	43.7100	605	355	-183	99953	1.15 
74.991	1 44.960	-0.4644	-0.0161	0.7891	-12.9395	-13.1836	-0.8545	1.9666	11.7444	57.2058	43.7100	603	355	-182	99953	1.15 
75.022	1 44.980	-0.4053	0.1357	0.6235	-14.2822	-2.7466	9.8267	1.7688	11.8707	57.1893	43.6600	601	354	-183	99952	1.15 
75.038	1 45.000	-0.2642	0.2222	0.4980	-19.4092	8.3008	31.7383	1.7578	12.1234	57.5848	43.7100	598	354	-183	99952	1.15 
75.053	1 45.020	-0.2715	0.1748	0.5903	-19.3481	20.3247	44.9829	1.7578	12.5684	58.3649	43.7600	598	354	-181	99952	1.15 
75.069	1 45.040	-0.3154	0.0303	0.7510	-11.1694	25.0854	35.0342	1.7139	13.1342	59.1229	43.6600	598	353	-179	99952	1.15 
75.069	1 45.060	-0.3330	-0.0840	0.9653	-2.9297	25.0244	16.9678	1.6589	13.6780	59.5679	43.6600	599	352	-178	99953	1.15 
75.100	1 45.080	-0.3911	-0.1567	1.1362	1.0376	13.0615	11.4746	1.6150	14.1394	59.7821	43.8500	599	347	-176	99952	1.15 
75.147	1 45.100	-0.3481	-0.0444	1.1260	2.6245	12.2070	20.3247	1.6809	14.4525	60.1117	43.7100	603	346	-176	99952	1.15 
75.163	1 45.120	-0.2285	0.0576	1.0342	3.2349	6.4697	27.0996	1.8677	14.6063	60.6006	43.5700	605	345	-176	99952	1.15 
75.163	1 45.140	-0.1675	0.0781	1.0181	7.2632	8.3008	22.3999	2.1423	14.7052	61.0895	43.5700	607	344	-176	99952	1.15 
75.209	1 45.160	-0.1689	0.0718	0.9683	11.3525	6.8359	11.1084	2.4445	14.7711	61.3916	43.6600	606	342	-172	99952	1.15 
75.225	1 45.180	-0.2056	0.0269	0.9463	13.3057	5.6763	-3.1738	2.7136	14.8590	61.3971	43.5700	604	343	-169	99952	1.15 
75.241	1 45.200	-0.1997	0.0215	0.8989	14.7705	6.4697	-11.7188	2.9224	14.9579	61.1719	43.9500	603	342	-167	99952	1.15 
75.241	1 45.220	-0.1733	0.0186	0.8652	14.5874	4.8828	-11.8408	3.1256	15.0458	60.8917	43.5700	603	339	-166	99952	1.15 
75.288	1 45.240	-0.1436	0.0420	0.8735	13.3057	5.8594	-10.3149	3.3398	15.1062	60.6500	43.7100	606	339	-166	99952	1.15 
75.303	1 45.260	-0.1431	0.0776	0.8828	11.4746	6.4697	-10.4370	3.5321	15.1666	60.4248	43.7100	609	337	-166	99952	1.15 
75.319	1 45.280	-0.1494	0.0918	0.8945	10.3760	5.3711	-14.2822	3.7079	15.2325	60.1556	43.7100	610	333	-165	99952	1.15 
75.334	1 45.300	-0.1597	0.1089	0.9282	8.5449	6.5918	-21.3623	3.8287	15.3149	59.7711	43.7100	608	333	-165	99952	1.15 
75.334	1 45.320	-0.1304	0.0923	0.9668	8.4839	4.7607	-28.4424	3.8727	15.3699	59.2328	43.8500	607	332	-163	99952	1.15 
75.397	1 45.340	-0.2886	0.0483	1.2207	9.4604	-5.1880	-34.4238	3.8837	15.4468	58.5736	43.8500	609	330	-159	99952	1.15 
75.397	1 45.360	-0.2021	0.1079	1.1016	10.1929	-3.7842	-35.0952	3.8892	15.2600	57.8540	43.7100	611	329	-156	99952	1.15 
75.428	1 45.380	-0.2769	0.1938	1.1650	13.6719	-0.4883	-26.4282	4.0155	15.2380	57.2498	43.8500	610	329	-157	99952	1.15 
75.444	1 45.400	-0.2446	0.1719	1.3291	17.7002	-9.2773	-23.1323	4.2737	15.1227	56.7828	43.8500	609	331	-160	99952	1.15 
75.459	1 45.420	-0.0703	0.0845	1.3374	19.5313	-31.1279	-24.5361	4.5319	14.5789	56.2939	43.6600	608	332	-159	99952	1.15 
75.475	1 45.440	0.0366	-0.0801	1.2173	17.2119	-32.3486	-35.5225	4.6802	13.7659	55.6677	43.7100	608	333	-158	99952	1.15 
75.538	1 45.460	-0.2168	-0.0425	1.3091	21.4233	-16.7847	-45.5322	4.7571	13.2990	54.8218	43.7100	607	334	-160	99952	1.15 
75.553	1 45.480	-0.4595	0.1738	1.2954	20.9961	-13.4888	-43.0908	4.9713	13.1232	53.9209	43.9500	604	334	-164	99952	1.15 
75.553	1 45.500	-0.5425	0.2329	1.1040	15.8691	-20.3247	-30.0293	5.2185	12.9694	53.1683	43.6600	602	334	-166	99952	1.15 
75.569	1 45.520	-0.5361	0.1963	0.8135	15.4419	-12.4512	-16.7236	5.5261	12.8925	52.7014	43.5700	600	334	-168	99952	1.15 
75.600	1 45.540	-0.4766	0.0229	0.6274	15.9912	-6.4697	-22.5220	5.7788	13.0408	52.2620	43.7600	599	335	-169	99952	1.15 
75.631	1 45.560	-0.3721	-0.1758	0.6499	16.8457	6.2866	-35.2173	5.7788	13.3649	51.6742	43.6600	598	337	-172	99952	1.15 
75.647	1 45.580	-0.2979	-0.1240	0.7529	16.6626	14.0381	-40.0391	5.7074	13.7714	50.9875	43.6600	598	338	-170	99952	1.15 
75.663	1 45.600	-0.3223	0.0024	0.8604	15.6250	15.7471	-34.8511	5.7349	14.2328	50.3284	43.5200	597	341	-169	99952	1.15 
75.678	1 45.620	-0.3540	0.2041	0.9492	7.2632	11.9629	-24.7192	5.8447	14.6393	49.8285	43.7600	598	341	-169	99952	1.15 
75.678	1 45.640	-0.3218	0.2856	0.9546	-3.4180	11.4746	-16.8457	5.8777	14.9524	49.5319	43.7100	595	341	-168	99952	1.15 
75.694	1 45.660	-0.2983	0.2734	1.0313	-10.4370	8.1787	-15.1978	5.7623	15.1941	49.3066	43.9000	595	340	-168	99951	1.15 
75.725	1 45.680	-0.2651	0.2036	0.9897	-7.9346	-6.1035	-8.4229	5.5920	15.2325	49.1583	43.5700	595	340	-167	99951	1.15 
75.725	1 45.700	-0.1572	0.1343	0.9248	-8.3618	-5.9814	-8.6670	5.4437	15.0513	49.0759	43.6600	597	342	-166	99952	1.15 
75.803	1 45.720	-0.1787	0.0649	1.0049	-9.8267	-5.1880	-7.8735	5.2130	14.9084	49.0045	43.5700	597	345	-167	99952	1.15 
75.803	1 45.740	-0.1768	0.0034	0.9834	-12.5732	-12.0239	-4.5776	4.9109	14.6777	48.9825	43.6600	599	345	-167	99951	1.15 
75.835	1 45.760	-0.1411	-0.0210	0.9268	-13.1226	-5.9204	-3.1738	4.5813	14.4196	49.0265	43.7600	600	345	-166	99951	1.15 
75.850	1 45.780	-0.1084	-0.0337	0.8945	-11.1694	-5.9814	-3.7231	4.2572	14.2108	49.0704	43.7600	600	346	-165	99951	1.15 
75.866	1 45.800	-0.0918	-0.0288	0.8823	-8.8501	-4.2114	-5.0659	3.9771	14.0295	49.0814	43.6600	600	347	-165	99951	1.15 
75.897	1 45.820	-0.0791	-0.0586	0.9058	-4.3335	-3.1128	-6.4087	3.7573	13.8483	49.0869	43.7600	599	347	-167	99951	1.15 
75.913	1 45.840	-0.0513	-0.0439	0.9355	-1.3428	-1.0986	-6.4087	3.5980	13.6780	49.0540	43.4200	598	348	-168	99951	1.15 
75.928	1 45.860	-0.1245	0.0034	1.0215	0.3662	-3.2959	-4.0283	3.5211	13.5736	49.0649	43.7100	600	348	-166	99951	1.15 
75.944	1 45.880	-0.1045	0.0869	1.0508	2.0142	-6.1646	4.9438	3.5596	13.3813	49.1913	43.8500	600	350	-166	99951	1.15 
