StartTime: 2017-07-31 14:45:39.542
55 steps walking 14 stairs (up and down)
Time(s)	TMin ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Pressure(Pa)	Altitude(m) 
77.147	1 47.020	-0.1899	0.0908	1.2437	-4.6387	-5.7983	8.6670	3.9276	14.0900	58.5681	43.7100	616	339	-147	99951	1.15 
77.163	1 47.040	-0.1895	0.0605	1.2646	-9.5825	-16.8457	4.6387	3.7903	13.7769	58.6890	43.7100	617	336	-148	99951	1.15 
77.194	1 47.060	-0.1016	0.0869	1.2476	-11.6577	-27.1606	6.2866	3.5815	13.2056	58.7769	43.6600	618	334	-149	99951	1.15 
77.225	1 47.080	-0.0225	0.1812	1.2368	-13.5498	-29.7241	14.5874	3.4113	12.4640	58.9966	43.7600	619	334	-149	99951	1.15 
77.257	1 47.100	-0.1772	0.1147	1.2544	-18.0664	-26.3062	14.4043	3.1915	11.8103	59.2877	43.6600	618	337	-150	99951	1.15 
77.257	1 47.120	-0.3979	-0.0718	1.1812	-20.9961	-11.4746	6.2866	2.7905	11.4752	59.4635	43.8500	616	339	-150	99951	1.15 
77.272	1 47.140	-0.5361	-0.1538	1.1069	-20.0806	-11.4136	-2.7466	2.2742	11.4148	59.4415	43.5200	614	340	-152	99951	1.15 
77.303	1 47.160	-0.5483	0.0430	0.8188	-17.1509	-7.4463	4.2725	1.8787	11.4752	59.3756	43.9000	611	340	-153	99951	1.15 
77.335	1 47.180	-0.4888	0.2598	0.6030	-19.5923	1.1597	27.1606	1.7578	11.7059	59.6118	43.5700	612	340	-151	99951	1.15 
77.335	1 47.200	-0.3911	0.2729	0.6367	-21.7285	15.9302	47.6074	1.8073	12.1014	60.3534	43.7600	611	339	-149	99951	1.15 
77.335	1 47.220	-0.3726	0.0884	0.8276	-16.4185	17.8223	50.5981	1.7853	12.5958	61.3367	43.9000	611	339	-148	99951	1.15 
77.382	1 47.240	-0.2949	-0.1152	0.9141	-7.1411	19.5313	31.6162	1.7084	12.9858	62.1112	43.7100	611	337	-146	99951	1.15 
77.397	1 47.260	-0.3374	-0.2456	1.0371	-0.4272	18.7988	8.3008	1.5656	13.4143	62.4188	43.6600	614	335	-146	99951	1.15 
77.428	1 47.280	-0.3120	-0.2100	1.0952	4.2114	16.6626	8.7891	1.4886	13.7878	62.5507	43.8500	615	334	-143	99951	1.15 
77.475	1 47.300	-0.2305	-0.0254	1.0552	6.3477	6.1035	19.7144	1.5930	13.9636	62.8638	43.5700	616	334	-142	99950	1.15 
77.475	1 47.320	-0.1875	0.0913	1.0190	8.7280	5.7983	22.8882	1.8732	14.0350	63.2867	43.8500	615	333	-143	99951	1.15 
77.475	1 47.340	-0.1685	0.0986	0.9771	14.3433	8.0566	13.9160	2.2632	14.1064	63.6218	44.0500	615	331	-142	99951	1.15 
77.507	1 47.360	-0.1777	0.1113	0.9287	16.1743	9.6436	0.7935	2.6587	14.2273	63.6987	43.5700	617	329	-141	99951	1.15 
77.522	1 47.380	-0.1919	0.0854	0.9233	14.8315	8.8501	-10.9863	2.9608	14.3921	63.5175	43.6600	618	328	-140	99951	1.15 
79.116	1 47.400	-0.1782	0.0928	0.8955	11.6577	6.4087	-15.6860	3.1696	14.5129	63.1769	43.7100	619	327	-139	99950	1.15 
79.132	1 47.420	-0.1836	0.0732	0.8618	8.8501	4.6997	-14.0381	3.3179	14.6063	62.8308	43.9500	617	327	-140	99950	1.15 
79.147	1 47.440	-0.1567	0.0669	0.8462	6.5918	5.4321	-14.4043	3.4003	14.6777	62.5177	43.7100	618	330	-141	99951	1.15 
79.163	1 47.460	-0.1416	0.1108	0.8774	6.4697	5.4932	-16.9067	3.4882	14.7491	62.1716	43.7100	616	331	-141	99951	1.15 
79.163	1 48.920	-0.3589	-0.1641	0.9556	26.1230	14.1602	-101.0132	1.7413	19.0997	-15.2380	43.7100	390	422	-214	99950	1.15 
79.210	1 48.940	-0.4307	-0.1763	0.9229	27.0386	14.1602	-114.8071	1.3623	19.4293	-17.0068	43.8500	383	419	-219	99950	1.15 
79.210	1 48.960	-0.4629	-0.1748	0.8936	24.5972	11.9629	-117.3706	0.8734	19.7589	-18.9349	43.8500	376	415	-220	99949	1.15 
79.226	1 48.980	-0.3809	-0.1714	0.8403	22.9492	11.6577	-111.3892	0.3680	19.9951	-20.7697	43.7100	371	413	-221	99949	1.15 
79.272	1 49.000	-0.3706	-0.1694	0.8960	21.9116	10.5591	-105.9570	-0.0989	20.1984	-22.4396	43.6600	368	412	-222	99949	1.15 
79.288	1 49.020	-0.3423	-0.1846	0.9116	22.8882	9.9487	-108.5205	-0.5548	20.3192	-24.0656	43.6600	363	409	-224	99949	1.15 
79.288	1 49.040	-0.3740	-0.1729	0.9600	24.9023	13.4888	-115.9058	-1.0217	20.4840	-25.8179	43.7600	357	407	-227	99949	1.15 
79.288	1 49.060	-0.3862	-0.1616	0.9736	27.7100	13.3057	-120.7275	-1.4722	20.6598	-27.6965	43.6600	351	405	-228	99949	1.15 
79.304	1 49.080	-0.3853	-0.1377	0.9492	29.0527	14.6484	-121.6431	-1.9061	20.8301	-29.6191	43.7100	347	402	-230	99949	1.15 
79.335	1 49.100	-0.3613	-0.0962	0.9258	29.3579	14.2212	-119.1406	-2.2906	21.0168	-31.4978	43.8500	341	398	-232	99949	1.15 
79.366	1 49.120	-0.3745	-0.0796	0.9243	29.1748	15.1978	-116.3940	-2.6422	21.2146	-33.3105	43.6600	337	394	-234	99949	1.15 
79.382	1 49.140	-0.3726	-0.0781	0.9419	30.5176	14.0991	-113.7085	-2.9608	21.3794	-35.0464	43.7600	335	391	-236	99949	1.15 
79.382	1 49.160	-0.3652	-0.0728	0.9346	30.4565	13.2446	-111.2061	-3.2465	21.5167	-36.7163	43.7100	333	390	-237	99949	1.15 
79.413	1 49.180	-0.3354	-0.1006	0.9346	30.1514	11.9629	-107.5439	-3.5156	21.6046	-38.2874	43.5200	329	384	-239	99949	1.15 
79.429	1 49.200	-0.3218	-0.1133	0.9492	30.4565	10.3149	-102.2949	-3.7518	21.6486	-39.7430	43.7100	321	379	-239	99949	1.15 
79.460	1 49.220	-0.3013	-0.1396	0.9453	31.8604	7.0190	-97.5342	-3.9276	21.6211	-41.0614	43.8500	316	377	-238	99949	1.15 
79.491	1 49.240	-0.2813	-0.1421	0.9375	32.9590	7.0801	-91.5527	-4.0265	21.5552	-42.2424	43.7100	312	374	-237	99949	1.15 
79.491	1 49.260	-0.2710	-0.1196	0.9482	34.0576	6.8970	-84.7168	-4.0430	21.5057	-43.2642	43.7100	309	367	-241	99949	1.15 
79.507	1 49.280	-0.3003	-0.1372	0.9678	34.4849	7.9956	-79.4067	-3.9935	21.4783	-44.1486	43.9000	306	361	-244	99949	1.15 
79.538	1 49.300	-0.2803	-0.1348	0.9639	35.8887	6.2256	-74.9512	-3.8947	21.4288	-44.9231	43.5700	304	357	-245	99949	1.15 
79.538	1 49.320	-0.2725	-0.0967	0.9819	36.6211	4.0894	-67.5049	-3.6969	21.3629	-45.5548	43.6600	303	354	-246	99949	1.15 
79.569	1 49.340	-0.2607	-0.0742	0.9883	36.9263	1.4648	-57.1899	-3.4058	21.2695	-45.9668	43.7600	303	349	-247	99949	1.15 
79.601	1 49.360	-0.2603	-0.0649	0.9976	37.3535	-1.1597	-48.2178	-3.0157	21.1432	-46.1591	43.7600	302	345	-247	99949	1.15 
79.616	1 49.380	-0.2437	-0.0854	1.0112	37.1704	-4.5776	-42.6025	-2.5708	20.9564	-46.1865	43.7600	299	340	-248	99949	1.15 
79.663	1 49.400	-0.1885	-0.1343	1.0620	37.8418	-9.2163	-41.2598	-2.0874	20.6598	-46.1261	43.5700	299	335	-249	99949	1.15 
79.663	1 49.420	-0.1631	-0.1816	1.1157	38.6353	-15.1978	-39.2456	-1.5765	20.2203	-46.0052	43.5700	298	331	-247	99949	1.15 
79.710	1 49.440	-0.2002	-0.1831	1.1440	38.8794	-17.1509	-37.9028	-1.0382	19.6930	-45.8405	43.6600	296	329	-251	99949	1.15 
79.726	1 49.460	-0.4126	-0.2935	1.2632	32.5928	-7.6294	-50.1709	-0.6921	19.3140	-45.8514	43.7600	296	328	-255	99949	1.15 
79.726	1 49.480	-0.7383	-0.3730	1.4336	27.7100	-7.0190	-70.2515	-0.7141	19.1162	-46.3568	43.5200	295	326	-256	99950	1.15 
79.741	1 49.500	-0.7139	-0.1636	1.2061	36.5601	-35.5225	-81.3599	-0.7690	18.6548	-47.2797	43.6600	294	320	-254	99950	1.15 
79.757	1 49.520	-0.3843	0.0122	0.9106	39.7339	-35.0342	-68.9697	-0.5493	17.9407	-48.0432	43.7600	294	315	-253	99950	1.15 
79.772	1 49.540	-0.3145	0.0972	0.8760	34.1797	-24.2920	-45.2881	-0.1318	17.4298	-48.3069	43.9000	294	312	-252	99950	1.15 
79.788	1 49.560	-0.3599	0.1138	0.7739	29.0527	-18.7988	-31.7993	0.2911	17.1057	-48.1860	43.7100	292	310	-252	99950	1.15 
79.835	1 49.580	-0.5068	0.0820	0.7959	27.7100	-12.6953	-38.2080	0.6042	17.0288	-48.1531	43.8500	290	303	-252	99950	1.15 
79.882	1 49.600	-0.4824	0.0718	0.7119	32.2876	-12.3291	-46.6919	0.8734	16.9574	-48.3508	43.6600	287	298	-250	99950	1.15 
79.882	1 49.620	-0.4907	0.0381	0.8423	36.1328	-9.4604	-52.0630	1.1865	16.9519	-48.6584	43.7600	285	295	-249	99950	1.15 
79.897	1 49.640	-0.4434	0.0415	0.9155	37.1704	-13.5498	-51.7578	1.5491	16.8365	-48.9441	43.9500	284	292	-249	99950	1.15 
79.976	1 49.660	-0.3770	0.0508	0.9990	34.8511	-11.5356	-45.8984	1.9391	16.6827	-49.1034	43.7100	283	285	-248	99950	1.15 
80.007	1 49.680	-0.3257	0.1045	0.9736	31.1279	-14.5874	-37.2925	2.3456	16.4960	-49.0540	43.5700	284	281	-247	99950	1.15 
80.038	1 49.700	-0.2524	0.1338	0.9175	28.9307	-11.8408	-33.8135	2.7740	16.2872	-48.8672	43.6600	283	277	-247	99950	1.15 
80.038 
80.085	1 49.740	-0.2539	0.0806	0.9395	28.0151	-11.5967	-43.7012	3.5046	15.9796	-48.6694	43.6600	281	269	-245	99950	1.15 
80.116	1 49.740	-0.2539	0.0806	0.9395	27.0386	-9.7046	-44.6777	3.8068	15.8698	-48.6914	43.5700	280	268	-243	99950	1.15 
80.116	1 49.780	-0.2397	0.1318	0.8770	20.8130	-5.9814	-29.8462	4.3671	15.7104	-48.4113	43.5700	280	265	-241	99950	1.15 
80.147	1 49.820	-0.2056	0.1475	0.8613	18.1885	-3.0518	-23.9258	4.6582	15.6940	-48.0157	43.5700	280	261	-241	99950	1.15 
80.147	1 49.840	-0.1997	0.1533	0.8799	15.6250	-1.7090	-20.9961	4.9384	15.7050	-47.5269	43.6600	280	256	-243	99950	1.15 
80.147	1 49.860	-0.1807	0.1514	0.8755	13.5498	-1.0376	-20.6909	5.1801	15.7269	-47.0105	43.5700	280	253	-244	99950	1.15 
80.163	1 49.880	-0.1626	0.1572	0.8657	10.9253	-0.0610	-21.4233	5.3833	15.7544	-46.4941	43.5200	281	251	-242	99950	1.15 
80.226	1 49.900	-0.2334	0.1680	0.9766	8.5449	12.3291	-22.3389	5.5481	15.9082	-45.9833	43.8500	283	246	-242	99950	1.15 
80.241	1 49.920	-0.1338	0.1318	0.8921	7.7515	0.3052	-20.3857	5.6580	15.9357	-45.4504	43.4200	285	242	-242	99950	1.15 
80.241	1 49.940	-0.1860	0.1250	0.9819	6.4697	0.9766	-19.7754	5.7513	15.9906	-44.9011	43.6600	287	240	-242	99950	1.15 
80.241	1 49.960	-0.1953	0.1079	1.0117	5.8594	-2.8076	-20.6299	5.8118	15.9686	-44.3573	43.5700	287	239	-241	99950	1.15 
80.272	1 49.980	-0.1807	0.1064	1.0698	5.6152	-6.1035	-24.4751	5.8447	15.8588	-43.8794	43.5700	287	238	-242	99950	1.15 
80.304	1 50.000	-0.1943	0.1646	1.0962	6.4087	-5.4321	-23.8647	5.8832	15.7324	-43.4454	43.6600	290	236	-244	99950	1.15 
80.319	1 50.020	-0.2266	0.2344	1.1846	8.4229	-4.7607	-16.5405	6.0095	15.6775	-42.9071	43.7600	291	235	-243	99950	1.15 
80.319	1 50.040	-0.1704	0.1812	1.2666	12.8784	-11.6577	-16.6626	6.2238	15.5237	-42.3029	43.7100	289	236	-241	99950	1.15 
80.335	1 50.060	-0.0938	0.1001	1.3447	17.1509	-25.8789	-26.6113	6.4874	15.0787	-41.8304	43.5700	289	235	-240	99950	1.15 
80.366	1 50.080	-0.0322	-0.0303	1.3198	20.2637	-30.5786	-42.7856	6.7181	14.3921	-41.6492	43.6600	289	232	-237	99950	1.15 
80.382	1 50.100	-0.2612	0.1250	1.3721	27.1606	-16.2964	-42.7856	7.0038	13.9581	-41.6382	43.7100	289	231	-235	99950	1.15 
80.382	1 50.120	-0.4937	0.2744	1.3433	26.6113	-11.7188	-29.6631	7.3828	13.8538	-41.4844	43.6600	289	231	-235	99950	1.15 
80.413	1 50.140	-0.5845	0.1631	1.1533	18.6157	-21.6675	-15.1367	7.6410	13.6615	-41.1273	43.4200	287	229	-234	99950	1.15 
80.476	1 50.160	-0.5596	-0.0337	0.8779	12.2070	-18.1274	-13.6719	7.6849	13.4143	-40.6659	43.5700	286	224	-232	99950	1.15 
80.476	1 50.180	-0.4673	-0.1470	0.7251	10.4370	-2.5635	-28.6255	7.5037	13.3759	-40.3967	43.4200	285	221	-231	99950	1.15 
80.523	1 50.200	-0.3921	-0.1851	0.7231	14.2822	1.1597	-40.7715	7.2675	13.5022	-40.3253	43.5200	285	218	-231	99950	1.15 
80.523	1 50.220	-0.3135	-0.0923	0.6934	15.2588	7.7515	-43.5181	7.1191	13.6835	-40.3143	43.5200	286	217	-232	99950	1.15 
80.538	1 50.240	-0.3140	0.0288	0.7500	11.6577	12.5732	-35.0342	7.0587	14.0405	-40.2155	43.5700	287	215	-232	99950	1.15 
80.554	1 50.260	-0.3403	0.0859	0.8066	7.7515	13.6719	-29.6021	7.0203	14.4360	-39.9628	43.5200	287	214	-233	99950	1.15 
80.585	1 50.280	-0.3433	0.1011	0.8701	0.0610	14.7095	-28.5034	6.8774	14.8590	-39.6552	43.5200	288	213	-233	99950	1.15 
80.601	1 50.300	-0.3696	0.1392	0.9346	-2.3804	9.5825	-26.6724	6.6577	15.2380	-39.3365	43.6600	290	209	-232	99951	1.15 
80.616	1 50.320	-0.3169	0.1475	0.9092	-2.5024	1.8921	-24.5361	6.4709	15.4303	-38.9795	43.5700	290	207	-235	99951	1.15 
80.632	1 50.340	-0.3042	0.1450	0.9272	-3.9673	-0.8545	-18.7378	6.2897	15.5292	-38.5345	43.5700	293	205	-236	99951	1.15 
80.648	1 50.360	-0.2090	0.1074	0.8794	-5.9204	-0.2441	-9.5215	6.1469	15.5182	-37.8864	43.5700	292	206	-238	99951	1.15 
80.679	1 50.380	-0.2466	0.0615	0.9824	-9.2773	0.3052	-1.4648	5.9656	15.5182	-37.0514	43.6600	291	203	-239	99950	1.15 
80.710	1 50.400	-0.2124	0.0142	0.9663	-10.0098	-4.2725	2.6245	5.7623	15.4138	-36.1011	43.6600	291	201	-238	99950	1.15 
80.726	1 50.420	-0.1953	-0.0088	0.9692	-9.7046	-3.2349	1.4648	5.5481	15.2545	-35.1288	43.7600	291	200	-238	99950	1.15 
80.741	1 50.440	-0.2075	-0.0063	0.9839	-9.5215	-3.5400	1.0986	5.3448	15.1172	-34.1730	43.5700	291	200	-238	99950	1.15 
80.757	1 50.460	-0.1606	-0.0005	0.9253	-8.3008	-5.4932	2.2583	5.1636	14.9304	-33.2172	43.1800	291	204	-238	99950	1.15 
80.788	1 50.480	-0.1147	-0.0352	0.8965	-5.9814	-2.7466	2.6855	5.0317	14.7437	-32.2394	43.5700	291	206	-237	99950	1.15 
80.788	1 50.500	-0.0996	-0.0415	0.9399	-3.7231	2.0142	2.4414	4.9603	14.6118	-31.2506	43.4200	291	208	-237	99950	1.15 
80.788	1 50.520	-0.1445	-0.0029	1.0054	-1.0986	4.9438	4.6997	4.9384	14.5624	-30.2563	43.5700	292	207	-237	99950	1.15 
80.819	1 50.540	-0.2144	0.0864	1.0977	1.8311	1.0986	13.3057	5.0153	14.5514	-29.1687	43.5700	292	209	-240	99950	1.15 
80.882	1 50.560	-0.2168	0.1201	1.1284	1.9531	-3.7842	20.5688	5.1801	14.4305	-27.9492	43.4200	293	208	-241	99950	1.15 
80.913	1 50.580	-0.1860	0.0879	1.1475	1.1597	-9.2773	24.5972	5.3558	14.2108	-26.6364	43.6600	294	208	-242	99950	1.15 
80.913	1 50.600	-0.1465	0.0068	1.1816	-1.0986	-10.9863	21.3013	5.4657	13.8812	-25.3235	43.6600	294	208	-242	99950	1.15 
80.929	1 50.620	-0.1567	0.0024	1.2593	-6.1646	-15.9912	13.3057	5.4437	13.5187	-24.1699	43.6600	293	210	-243	99950	1.15 
80.960	1 50.640	-0.0762	0.0713	1.2373	-9.2163	-21.3623	10.5591	5.3558	12.9968	-23.1372	43.5700	291	209	-242	99950	1.15 
80.960	1 50.660	-0.1108	0.1636	1.3032	-13.8550	-16.9678	14.2212	5.2460	12.5024	-22.0825	43.5200	288	209	-242	99950	1.15 
80.976	1 50.680	-0.3706	0.0674	1.4204	-18.4326	-9.6436	11.2915	4.9713	12.2058	-21.0663	43.5200	285	211	-244	99950	1.15 
81.023	1 50.700	-0.7520	-0.0894	1.4053	-20.4468	4.8218	-1.6479	4.4550	12.2937	-20.3302	43.5700	283	212	-243	99950	1.15 
81.038	1 50.720	-0.7627	-0.0884	0.9956	-10.1929	-11.9019	-6.7749	3.9441	12.4036	-19.9512	43.5700	283	215	-244	99950	1.15 
81.116	1 50.740	-0.4834	0.0010	0.5830	-2.9297	-10.6201	-3.5400	3.6420	12.4091	-19.6820	43.5700	283	216	-245	99950	1.15 
81.116	1 50.760	-0.3052	0.2026	0.4810	-4.9438	-1.4038	15.2588	3.6145	12.5958	-19.0887	43.8500	281	216	-245	99950	1.15 
81.148	1 50.780	-0.1685	0.2925	0.5005	-12.8174	14.3433	39.7949	3.7903	12.9364	-17.8528	43.6600	281	215	-245	99950	1.15 
81.163	1 50.800	-0.2417	0.1895	0.7178	-14.1602	25.9399	47.8516	3.8947	13.4747	-16.2543	43.7100	279	214	-247	99950	1.15 
81.163	1 50.820	-0.3145	0.0425	0.9033	-7.8735	24.0479	38.3911	3.8947	13.9746	-14.7272	43.7600	278	213	-248	99950	1.15 
81.163	1 50.840	-0.4058	-0.0435	1.0210	-1.5869	18.9819	24.8413	3.8837	14.4086	-13.4802	43.5700	277	214	-249	99950	1.15 
81.179	1 50.860	-0.4297	-0.0464	1.0576	1.9531	12.2681	18.0664	3.8947	14.7601	-12.4695	43.7100	278	218	-248	99950	1.15 
81.194	1 50.880	-0.3467	0.0229	0.9927	1.5259	5.6763	21.2402	3.9606	14.9359	-11.4752	43.5200	278	220	-250	99950	1.15 
81.241	1 50.900	-0.2573	0.0747	0.9629	3.1738	3.2349	24.8413	4.1254	14.9908	-10.3876	43.7100	277	221	-251	99950	1.15 
81.257	1 50.920	-0.1689	0.1157	0.9077	4.8218	2.2583	24.4141	4.3726	14.9579	-9.2615	43.5700	276	222	-252	99950	1.15 
81.288	1 50.940	-0.2192	0.1621	0.9580	4.3335	7.4463	18.7988	4.6527	15.0403	-8.2343	43.5700	276	223	-251	99950	1.15 
81.320	1 50.960	-0.2637	0.1479	0.9316	3.6011	4.9438	13.4888	4.8724	15.1501	-7.3553	43.6600	276	226	-252	99950	1.15 
81.351	1 50.980	-0.2109	0.0781	0.8892	4.3945	3.6011	6.4697	5.0208	15.1941	-6.6083	43.6600	274	227	-254	99950	1.15 
81.366	1 51.000	-0.2139	0.0938	0.8955	3.9063	4.0894	1.7090	5.1416	15.2545	-5.9930	43.5700	273	230	-253	99950	1.15 
81.398	1 51.020	-0.1958	0.1089	0.8916	3.3569	4.2114	-0.7324	5.2460	15.3094	-5.4382	43.5700	273	230	-251	99950	1.15 
81.398 
81.429	1 51.040	-0.1641	0.1074	0.9697	2.4414	2.9297	-7.4463	5.3943	15.3864	-4.4824	43.5700	276	228	-253	99950	1.15 
81.429	1 51.080	-0.1748	0.0771	1.0322	2.9297	-1.4038	-14.2822	5.4108	15.3534	-4.1638	43.7100	276	228	-253	99950	1.15 
81.429	1 51.100	-0.1709	0.0630	1.0435	4.3335	-9.5215	-20.7520	5.3943	15.1941	-3.9880	43.5700	276	228	-255	99950	1.15 
81.507	1 51.120	-0.2539	0.1382	1.1792	4.0894	2.1973	-23.9258	5.4053	15.0787	-3.9056	43.5200	274	227	-253	99950	1.15 
81.538	1 51.140	-0.1924	0.1357	1.0835	6.8359	-10.6201	-21.1182	5.4327	14.8590	-3.8507	43.6600	272	226	-252	99950	1.15 
81.538	1 51.160	-0.2129	0.1973	1.1855	8.6670	-9.7046	-14.8315	5.5701	14.6777	-3.6914	43.5700	271	225	-251	99950	1.15 
81.538	1 51.180	-0.1133	0.1670	1.2715	12.2681	-23.3765	-12.5122	5.7843	14.2767	-3.4277	43.5700	274	225	-249	99950	1.15 
81.538	1 51.200	-0.0601	0.0327	1.3154	15.6250	-30.9448	-21.0571	5.9985	13.6176	-3.2520	43.4200	273	225	-250	99950	1.15 
81.554	1 51.220	-0.3345	0.0640	1.3716	22.2778	-18.0664	-25.1465	6.2402	13.1342	-3.2410	43.7100	273	226	-250	99950	1.15 
81.570	1 51.240	-0.7178	0.2373	1.3862	22.1558	-8.7891	-17.9443	6.5753	13.1122	-3.2794	43.5700	273	227	-250	99950	1.15 
81.585	1 51.260	-0.7583	0.2617	1.1646	17.5781	-16.8457	0.7324	6.9324	13.1012	-3.1146	43.5700	271	221	-251	99950	1.15 
81.616	1 51.280	-0.4927	0.0859	0.6987	9.8877	-16.3574	6.5918	7.1796	12.9529	-2.7686	43.6600	269	219	-248	99950	1.15 
81.632	1 51.300	-0.3735	-0.0942	0.6172	6.8359	0.0000	-4.2725	7.1686	13.0573	-2.4829	43.4200	269	218	-248	99950	1.15 
81.632	1 51.320	-0.2529	-0.1509	0.6582	7.2632	10.4370	-18.2495	7.0038	13.2715	-2.2522	43.5700	269	216	-247	99950	1.15 
81.663	1 51.340	-0.2964	-0.0688	0.8037	9.4604	19.9585	-26.5503	6.8719	13.6505	-2.1698	43.6600	270	214	-247	99950	1.15 
81.710	1 51.360	-0.3486	0.0601	0.8755	9.6436	11.3525	-24.0479	6.8610	14.0625	-2.2083	43.5700	272	213	-247	99950	1.15 
81.757	1 51.380	-0.4229	0.1509	0.9258	4.4556	7.3242	-19.9585	6.8719	14.3976	-2.1973	43.4200	274	212	-246	99950	1.15 
81.757	1 51.400	-0.3975	0.1899	0.9414	-4.0283	2.0142	-17.2729	6.7676	14.6283	-2.1478	43.3700	276	211	-245	99950	1.15 
81.773	1 51.420	-0.2832	0.1729	0.9189	-5.3101	-2.5024	-15.1367	6.6248	14.7052	-1.9995	43.4200	276	209	-244	99950	1.15 
81.788	1 51.440	-0.2383	0.1572	0.9478	-5.3711	-4.5776	-14.2212	6.4600	14.7052	-1.8182	43.8500	278	208	-246	99950	1.15 
81.788	1 51.460	-0.1924	0.1445	0.9399	-7.3242	-5.3711	-11.9629	6.3062	14.6173	-1.5601	43.4200	282	205	-247	99950	1.15 
81.898	1 51.480	-0.2163	0.1216	0.9390	-10.6812	-7.2021	-6.5918	6.0809	14.5020	-1.2305	43.6600	284	204	-248	99950	1.15 
81.898	1 51.500	-0.1890	0.0674	0.9058	-12.3291	-8.1787	0.0610	5.8337	14.3262	-0.7416	43.5200	285	203	-246	99950	1.15 
81.898	1 51.520	-0.2017	0.0449	0.9077	-14.2212	-5.3101	3.6621	5.5426	14.1833	-0.1538	43.6600	285	203	-246	99950	1.15 
81.898	1 51.540	-0.1455	0.0269	0.9028	-11.8408	-4.2114	5.8594	5.2844	14.0295	0.4944	43.5700	283	203	-246	99950	1.15 
81.898	1 51.560	-0.1211	0.0088	0.9126	-9.5825	-2.9297	6.3477	5.0922	13.8757	1.1975	43.5700	282	203	-245	99950	1.15 
81.929	1 51.580	-0.0791	-0.0244	0.9258	-7.0190	-2.3804	4.8828	4.9438	13.6945	1.8842	43.4200	281	204	-246	99950	1.15 
81.960	1 51.600	-0.0752	-0.0234	0.9438	-4.2114	1.2207	3.7231	4.8395	13.5626	2.5543	43.5700	280	206	-244	99950	1.15 
81.960	1 51.620	-0.1074	0.0278	0.9995	-2.3804	3.2349	6.5308	4.7900	13.4857	3.2300	43.4200	278	207	-244	99950	1.15 
82.023	1 51.640	-0.1509	0.0801	1.0767	-0.6714	-0.7324	11.7798	4.8340	13.4143	3.9551	43.5700	277	207	-245	99950	1.15 
82.023	1 51.660	-0.1333	0.1226	1.1143	0.0000	-6.9580	19.4702	4.9329	13.2275	4.7845	43.4200	276	208	-246	99950	1.15 
82.023	1 51.680	-0.1157	0.1304	1.1362	-4.1504	-6.1646	23.9868	5.0482	12.9694	5.7404	43.6600	275	208	-246	99950	1.15 
82.038	1 51.700	-0.1631	0.0732	1.2295	-9.8267	-5.0659	18.1274	5.0098	12.7606	6.6467	43.6600	274	209	-248	99950	1.15 
82.070	1 51.720	-0.1533	0.0889	1.2793	-12.0850	-17.0288	14.0991	4.8340	12.4695	7.3993	43.6600	274	210	-249	99950	1.15 
82.101	1 51.740	-0.0254	0.1699	1.1968	-12.8784	-25.3906	19.2871	4.6967	11.8872	8.1738	43.8500	274	214	-247	99950	1.15 
82.132	1 51.760	-0.1064	0.2280	1.2773	-17.7612	-15.6250	27.0996	4.5868	11.3544	9.1077	43.6600	272	214	-247	99950	1.15 
82.132	1 51.780	-0.4668	0.0347	1.3506	-21.1182	-8.6670	25.1465	4.2847	11.1292	10.0031	43.6600	269	216	-247	99950	1.15 
82.148	1 51.800	-0.6865	-0.1563	1.2192	-20.8130	3.7231	9.7656	3.7848	11.2610	10.5908	43.5200	267	217	-248	99949	1.15 
82.163	1 51.820	-0.6807	-0.0527	0.9268	-14.6484	-2.1973	6.5308	3.3398	11.4972	10.8490	43.6600	267	217	-247	99949	1.15 
82.195	1 51.840	-0.5361	0.1328	0.6289	-12.2681	-0.1831	15.6250	3.1366	11.7883	11.1072	43.5700	268	220	-248	99949	1.15 
82.210	1 51.860	-0.3701	0.3833	0.5698	-16.4185	14.6484	37.5366	3.2025	12.2223	11.8103	43.5700	267	221	-248	99949	1.15 
82.226	1 51.880	-0.2959	0.3330	0.7368	-21.3623	23.0713	57.9224	3.3124	12.7606	13.1012	43.5700	266	222	-248	99949	1.15 
82.241	1 51.900	-0.2852	0.1680	0.8779	-16.5405	21.1792	59.3262	3.3563	13.2330	14.6118	43.5200	266	223	-247	99949	1.15 
82.257	1 51.920	-0.2803	-0.0088	0.9805	-10.8643	18.5547	44.5557	3.3453	13.6176	15.9521	43.5200	268	227	-249	99950	1.15 
82.335	1 51.940	-0.3003	-0.0679	0.9771	-5.0049	16.4795	33.7524	3.3234	13.9691	17.0068	43.5200	270	231	-252	99950	1.15 
82.335	1 51.960	-0.3145	-0.0610	0.9863	-7.1411	20.2637	33.0811	3.2849	14.3372	17.9681	43.5700	268	231	-253	99950	1.15 
82.335	1 51.980	-0.2656	0.0352	0.9771	-3.9673	12.2681	42.8467	3.3563	14.6063	19.0393	43.6600	267	235	-253	99950	1.15 
82.398	1 52.000	-0.2061	0.0684	0.9155	-0.7935	7.1411	41.6260	3.5431	14.7327	20.1599	43.5700	265	236	-252	99950	1.15 
